Title,Paragraph Text,Page No
SECTIONS,73. Accounts and audit of Authority .—(1) The Authority shall maintain proper acc ounts and otherrelevant records and prepare an annual statement of accounts in such form as may be prescribed by theCentral Government in consultation with the Comptroller and Auditor -General of India.,34
SECTIONS,(2) The accounts of Authority shall be audited by th e Comptroller and Auditor -General at suchintervals as may be specified by him and any expenditure incurred in connection with such audit shall bepayable by the Authority to the Comptroller and Auditor -General.,34
SECTIONS,"(3) The Comptroller and Auditor -General and any person appointed by him in connection with theaudit of the accounts of the Authority under this Act shall, have the same rights and privileges and theAuthority in connection with the audit of Government accounts and, in particular, shall have the rig ht todemand the production of books, accounts, connected vouchers and other documents and papers and toinspect any of the offices of Authority.",34
SECTIONS,"(4) The accounts of the Authority as certified by the Comptroller and Auditor -General or any otherperson appo inted by him in this behalf, together with the audit report thereon shall be forwarded annuallyto the Central Government by the Authority.35",35
SECTIONS,"(5) The Central Government shall cause the audit report to be laid, as soon as may be after it isreceived, before e ach House of Parliamen t.CHAPTER IXOTHER OFFENCES AGAINST CHILDREN",35
SECTIONS,"74. Prohibition on disclosure of identity of children .—(1) No report in any newspaper, magazine,news -sheet or audio -visual media or other forms of communication regarding any inquiry or investigationor judicial procedure, shall disclose the name, address or school or any other particular, which may lead tothe identification of a child in conflict with law or a child in need of care and protection or a child victimor witness of a crime,  involved in such matter, under any other law for the time being in force, nor shallthe picture of any such child be published:Provided that for reasons to be recorded in writing, the Board or Committee, as the case may be,holding the inquiry may permit  such disclosure, if in its opinion such disclosure is in the best interest ofthe child.",35
SECTIONS,(2) The Police shall not disclose any record of the child for the purpose of character certificate orotherwise in cases where the case has been closed or disposed of .,35
SECTIONS,(3) Any person contravening the provisions of sub -section ( 1) shall be punishable with imprisonmentfor a term which may extend to six months or fine which may extend to two lakh rupees or both.,35
SECTIONS,"75. Punishment for cruelty to child .—Whoever, having the ac tual charge of, or control over, achild, assaults, abandons, abuses, exposes or wilfully neglects the child or causes or procures the child tobe assaulted, abandoned, abused, exposed or neglected in a manner likely to cause such child unnecessarymental or physical suffering, shall be punishable with imprisonment for a term which may extend to threeyears or with fine of one lakh rupees or with both:Provided that in case it is found that such abandonment of the child by the biological parents is due tocircumstances beyond their control, it shall be presumed that such abandonment is not wilful and thepenal provisions of this section shall not apply in such cases:Provided further that if such offence is committed by any person employed by or managing anorganisation, which is entrusted with the care and protection of the child, he shall be punished withrigorous imprisonment which may extend up to five years, and fine which may extend up to five lakhsrupees:Provided also that on account of the aforesaid  cruelty, if the child is physically incapacitated ordevelops a mental illness or is rendered mentally unfit to perform regular tasks or has risk to life or limb,such person shall be punishable with rigorous imprisonment, not less than three years but wh ich may beextended up to ten years and shall also be liable to fine of five lakhs rupees.",35
SECTIONS,"76. Employment of child for begging .—(1) Whoever employs or uses any child for the purpose ofbegging or causes any child to beg shall be punishable with imprisonment for a term which may extend tofive years and shall also be liable to fine of one lakh rupees:Provided that, if for the purpose of begging, the person amputates or maims the child, he shall bepunishable with rigorous imprisonment for a term not less than seven years which may extend up to tenyears, and shall also be liable to fine of five lakh rupees.",35
SECTIONS,"(2) Whoever, having the actual charge of, or control over the child, abets the commission of anoffence under sub -section ( 1), shall be punish able with the same punishment as provided for in sub -section ( 1) and such person shall be considered to be unfit under sub -clause ( v) of clause ( 14) ofsection 2:Provided that the said child, shall not be considered a child in conflict wi th law under anycircumstances, and shall be removed from the charge or control of such guardian or custodian andproduced before the Committee for appropriate rehabilitation.",35
SECTIONS,"77. Penalty for giving intoxicating liquor or narcotic drug or psychotropic subs tance to achild .—Whoever gives, or causes to be given, to any child any intoxicating liquor or any narcotic drug or36tobacco products or psychotropic substance, except on the order of a duly qualified medical practitioner,shall be punishable with rigorous  imprisonment for a term which may extend to seven years and shall alsobe liable to a fine which may extend up to one lakh rupees.",36
SECTIONS,"78. Using a child for vending, peddling, carrying, supplying or smuggling any intoxicatingliquor, narcotic drug or psychotr opic substance .—Whoever uses a child, for vending, peddling,carrying, supplying or smuggling any intoxicating liquor, narcotic drug or psychotropic substance, shallbe liable for rigorous imprisonment for a term which may extend to seven years and shall a lso be liable toa fine up to one lakh rupees.",36
SECTIONS,"79. Exploitation of a child employee .—Notwithstanding anything contained in any law for the timebeing in force, whoever ostensibly engages a child and keeps him in bondage for the purpose ofemployment or wit hholds his earnings or uses such earning for his own purposes shall be punishable withrigorous imprisonment for a term which may extend to five years and shall also be liable to fine of onelakh rupees.Explanation. —For the purposes of this section, the term “employment ” shall also include sellinggoods and services, and entertainment in public places for economic gain.",36
SECTIONS,"80. Punitive measures for adoption without following prescribed procedures .—If any person ororgani sation offers or gives or receives, any orphan, abandoned or surrendered child, for the purpose ofadoption without following the provisions or procedures as provided in this Act, such person ororganisation shall be punishable with imprisonment of either description for a term which may extendupto three years, or with fine of one lakh rupees, or with both:Provided in case where the offence is committed by a recognised adoption agency, in addition to theabove punishment awarded to the persons in -charge o f, and responsible for the conduct of the day -to-dayaffairs of the adoption agency, the registration of such agency under section 41 and its recognition undersection 65 shall also be withdrawn for a minimum period of one year.",36
SECTIONS,"81. Sale and procurement of  children for any purpose .—Any person who sells or buys a child forany purpose shall be punishable with rigorous imprisonment for a term which may extend to five yearsand shall also be liable to fine of one lakh rupees:Provided that where such offence i s committed by a person having actual charge of the child,including employees of a hospital or nursing home or maternity home, the term of imprisonment shall notbe less than three years and may extend up to seven years.",36
SECTIONS,"82. Corporal punishment .—(1) Any person in -charge of or employed in a child care institution, whosubjects a child to corporal punishment with the aim of disciplining the child, shall be liable, on the firstconviction, to a fine of ten thousand rupees and for every subsequent offence, sh all be liable forimprisonment which may extend to three months or fine or with both.",36
SECTIONS,"(2) If a person employed in an institution referred to in sub -section ( 1), is convicted of an offenceunder that sub -section, such person shall also be liable for dismiss al from service, and shall also bedebarred from working directly with children thereafter.",36
SECTIONS,"(3) In case, where any corporal punishment is reported in an institution referred to in sub -section ( 1)and the management of such institution does not cooperate wi th any inquiry or comply with the orders ofthe Committee or the Board or court or State Government, the person in -charge of the management of theinstitution shall be liable for punishment with imprisonment for a term not less than three years and shallalso be liable to fine which may extend to one lakh rupees.",36
SECTIONS,"83. Use of child by militant groups or other adults .—(1) Any non -State, self -styled militant groupor outfit declared as such by the Central Government, if recruits or uses any child for any purpose, shallbe liable for rigorous imprisonment for a term which may extend to seven years and shall also be liable tofine of five lakh rupees.",36
SECTIONS,(2) Any adult or an adult group uses children for illegal activities either individually or as a gang shallbe liable for rigorous imprisonment for a term which may extend to seven years and shall also be liable tofine of five lakh rupees.37,37
SECTIONS,"84. Kidnapping and abduction of child .—For the purposes of this Act, the provisions of sections359 to 369 of the Indian Pe nal Code (45 of 1860), shall mutatis mutandis  apply to a child or a minor whois under the age of eighteen years and all the provisions shall be construed accordingly.",37
SECTIONS,"85. Offences committed on disabled children .—Whoever commits any of the offences referre d to inthis Chapter on any child who is disabled as so certified by a medical practitioner, then, such person shallbe liable to twice the penalty provided for such offence.Explanation .—For the purposes of this Act, the term “disability ” shall have the same meaning asassigned to it under clause ( i) of section 2  of the Persons with Disabilities (Equal Opportunities,Protection of Rights and Full Participation) Act, 1995 (1 of 1996).86 Classification of offences and designated court .—(1) Where an offence under this Act ispunishable with imprisonment for a term more than seven years, then, such offence shall be cognizable,non-bailable and triable by a Children ’s Court.",37
SECTIONS,"(2) Where an offence under this Act is punishable with imprisonment for a term of three years andabove, but not more than seven years, then, such offence shall be cognizable, non -bailable and triable by aMagistrate of First Class.",37
SECTIONS,"(3) Where an offence, under this Act , is punishable with imprisonment for less than three years orwith fine only, then, such offence shall be non -cognizable, bailable and triable by any Magistrate.",37
SECTIONS,"87. Abetment .—Whoever abets any offence under this Act, if the act abetted is committed inconsequence of the abetment, shall be punished with the punishment provided for that offence.Explanation. —An act or offence is said to be committed in consequence of abetment, when it iscommitted in consequence of the instigation, or in pursuance of the conspiracy or with the aid, whichconstitutes the abetment.",37
SECTIONS,"88. Alternative punishment .—Where an act or omission constitutes an offence punishable under thisAct and also under any other law for the time being in force, then, notwithstanding anything conta ined inany such law, the offender found guilty of such offence shall be liable for punishment under such lawwhich provides for punishment which is greater in degree.",37
SECTIONS,89. Offence committed by child under this Chapter .—Any child who commits any offence und erthis Chapter shall be considered as a child in conflict with law under this Act.CHAPTER X,37
SECTIONS,"90. Attendance of parent or guardian of child .—The Committee or the Board, as the case may be,before which a child is brought under any of the provisions of this Act, may, whenever it so thinks fit,require any parent or guardian having the actual charge of the child to be present at any proceeding inrespect of that child.",37
SECTIONS,"91. Dispensing with attendance of child .—(1) If, at any stage during the course of an inquiry, theCommittee or the Board is satisfied that the attendance of the child is not essential for the purpose ofinquiry, the Committee or the Board, as the case may be, shall dispense with the attendance of a child andlimit the same for  the purpose of recording the statement and subsequently, the inquiry shall continueeven in the absence of the child concerned, unless ordered otherwise by the Committee or the Board.",37
SECTIONS,"(2) Where the attendance of a child is required before the Board or the  Committee, such child shall beentitled to travel reimbursement for self and one escort accompanying the child as per actual expenditureincurred, by the Board, or the Committee or the District Child Protection Unit, as the case may be.",37
SECTIONS,"92. Placement of a  child suffering from disease requiring prolonged medical treatment in anapproved place .—When a child, who has been brought before the Committee or the Board, is found tobe suffering from a disease requiring prolonged medical treatment or physical or men tal complaint thatwill respond to treatment, the Committee or the Board, as the case may be, may send the child to anyplace recognised as a fit facility as prescribed for such period as it may think necessary for the requiredtreatment.38",38
SECTIONS,"93. Transfer of a  child who is mentally ill or addicted to alcohol or other drugs .—(1) Where itappears to the Committee or the Board that any child kept in a special home or an observation home or aChildren ’s Home or in an institution in pursuance of the provisions of th is Act, is a mentally ill person oraddicted to alcohol or other drugs which lead to behavioural changes in a person, the Committee or theBoard, may order removal of such child to a psychiatric hospital or psychiatric nursing home inaccordance with the p rovisions of the Mental Health Act, 1987 (14 of 1987) or the rules made thereunder.",38
SECTIONS,"(2) In case the child had been removed to a psychiatric hospital or psychiatric nursing home undersub-section ( 1), the Committee or the Board may, on the basis of the advi ce given in the certificate ofdischarge of the psychiatric hospital or psychiatric nursing home, order to remove such child to anIntegrated Rehabilitation Centre for Addicts or similar centres maintained by the State Government formentally ill persons ( including the persons addicted to any narcotic drug or psychotropic substance) andsuch removal shall be only for the period required for the inpatient treatment of such child.Explanation. —For the purposes of this sub -section, —",38
SECTIONS,(a) “Integrated Rehabilitation Centre for Addicts ” shall have the meaning assigned to it under thescheme called “Central Sector Scheme of Assistance for Prevention of Alcoholism and Substance,38
SECTIONS,(Drugs) Abuse and for Social Defence Services ” framed by the Central Government  in the Ministryof Social Justice and Empowerment or any other corresponding scheme for the time being in force;,38
SECTIONS,"(b) “mentally ill person ” shall have the same meaning assigned to it in clause ( l) of section 2  ofthe Mental Health Act, 1987 (14 of 1987);",38
SECTIONS,"(c) “psychiatric hospital ” or “psychiatric nursing home ” shall have the same meaning assigned toit in clause ( q) of section 2  of the Mental Health Act, 1987 (14 of 1987).",38
SECTIONS,"94. Presumption and determination of age .—(1) Where, it is obvious to the Committee or theBoard, based on the appearance of the person brought before it under any of the provisions of this Act(other than for the purpose of giving evidence) that the said person is a child, the Committee or the Boardshall record such observation stating the age of the child as nearly as may be and proceed with the inquiryunder section 14 or section 36, as the case may be, without waiting for  further confirmation of the age.",38
SECTIONS,"(2) In case, the Committee or the Board has reasonable grounds for doubt regarding whether theperson brought before it is a child or not, the Committee or the Board, as the case may be, shall undertakethe process of age determination, b y seeking evidence by obtaining —",38
SECTIONS,"(i) the date of birth certificate from the school, or the matriculation or equivalent certificate fromthe concerned examination Board, if available; and in the absence thereof;",38
SECTIONS,(ii) the birth certificate gi ven by a corporation or a municipal authority or a panchayat;,38
SECTIONS,"(iii) and only in the absence of ( i) and ( ii) above, age shall be determined by an ossification test orany other latest medical age determination test conducted on the orders of the Committee o r theBoard:Provided such age determination test conducted on the order of the Committee or the Board shall becompleted within fifteen days from the date of such order.",38
SECTIONS,"(3) The age recorded by the Committee or the Board to be the age of person so brought  before it shall,for the purpose of this Act, be deemed to be the true age of that person.",38
SECTIONS,"95. Transfer of a child to place of residence .—(1) If during the inquiry it is found that a child hailsfrom a place outside the jurisdiction, the Board or Committe e, as the case may be, shall, if satisfied afterdue inquiry that it is in the best interest of the child and after due consultation with the Committee or theBoard of the child ’s home district, order the transfer of the child, as soon as possible, to the saidCommittee or the Board, along with relevant documents and following such procedure as may beprescribed:Provided that such transfer can be made in case of a child in conflict with law, only after the inquiryhas been completed and final order passed by the Board:39Provided further that in case of inter -State transfer, the child shall be, if convenient, handed over tothe Committee or the Board, as the case may be, of the home district of the child, or to the Committee orthe Board in the capital city o f the home State.",39
SECTIONS,"(2) Once the decision to transfer is finalised, the Committee or Board, as the case may be, shall givean escort order to the Special Juvenile Police Unit to escort the child, within fifteen days of receiving suchorder:Provided that a g irl child shall be accompanied by a woman police officer:Provided further that where a Special Juvenile Police Unit is not available, the Committee or Board,as the case may be, shall direct the institution where the child is temporarily staying or District ChildProtection Unit, to provide an escort to accompany the child during travel.",39
SECTIONS,"(3) The State Government shall make rules to provide for travelling allowance to the escorting stafffor the child, which shall be paid in advance.",39
SECTIONS,"(4) The Committee  or the Board, as the case may be, receiving the transferred child will process forrestoration or rehabilitation or social re -integration, as provided in this Act.",39
SECTIONS,"96. Transfer of child between Children ’s Homes, or special homes or fit facility or fit per son indifferent parts of India .—(1) The State Government may at any time, on the recommendation of aCommittee or Board, as the case may be, notwithstanding anything contained in this Act, and keeping thebest interest of the child in mind, order the chil d’s transfer from any Children ’s Home or special home orfit facility or fit person, to a home or facility, within the State with prior intimation to the concernedCommittee or the Board:Provided that for transfer of a child between similar home or facili ty or person within the samedistrict, the Committee or Board, as the case may be, of the said district shall be competent to issue suchan order.",39
SECTIONS,"(2) If transfer is being ordered by a State Government to an institution outside the State, this shall bedone only in consultation with the concerned State Government.",39
SECTIONS,(3) The total period of stay of the child in a Children ’s Home or a special home shall not be increasedby such transfer.,39
SECTIONS,"(4) Orders passed under sub -sections ( 1) and ( 2) shall be deemed to be ope rative for the Committee orthe Board, as the case may be, of the area to which the child is sent.",39
SECTIONS,"97. Release of a child from an institution .—(1) When a child is kept in a Children ’s Home orspecial home, on a report of a probation officer or social worker or of Government or a voluntary or non -governmental organisation, as the case may be, the Committee or the Board may consider, the release ofsuch child, either absolutely or on such conditions as it may think fit to impose, permitting the child tolive with parents or guardian or under the supervision of any authorised person named in the order,willing to receive and take charge, educate and train the child, for some useful trade or calling or to lookafter the child for rehabilitation:Provided th at if a child who has been released conditionally under this section, or the person underwhose supervision the child has been placed, fails to fulfil such conditions, the Board or Committee may,if necessary, cause the child to be taken charge of and to b e placed back in the concerned home.",39
SECTIONS,"(2) If the child has been released on a temporary basis, the time during which the child is not presentin the concerned home in pursuance of the permission granted under sub -section ( 1) shall be deemed to bepart of th e time for which the child is liable to be kept in the children or special home:Provided that in case of a child in conflict with law fails to fulfil the conditions set by the Board asmentioned in sub -section ( 1), the time for which he is still liable to  be kept in the institution shall beextended by the Board for a period equivalent to the time which lapses due to such failure.",39
SECTIONS,"98. Leave of absence to a child placed in an institution .—(1) The Committee or the Board, as thecase may be, may permit leave of absence to any child, to allow him, on special occasions likeexamination, marriage of relatives, death of kith or kin or accident or serious illness of parent or any40emergency of like nature, under supervision, for a period generally not exceeding seve n days in oneinstance, excluding the time taken in journey.",40
SECTIONS,"(2) The time during which a child is absent from an institution where he is placed, in pursuance ofsuch permission granted under this section, shall be deemed to be part of the time for which he  is liable tobe kept in the Children ’s Home or special home.",40
SECTIONS,"(3) If a child refuses, or has failed to return to the Children ’s Home or special home, as the case maybe, on the leave period being exhausted or permission being revoked or forfeited, the Boar d or Committeemay, if necessary, cause him to be taken charge of and to be taken back to the concerned home:Provided that when a child in conflict with law has failed to return to the special home on the leaveperiod being exhausted or on permission bein g revoked or forfeited, the time for which he is still liable tobe kept in the institution shall be extended by the Board for a period equivalent to the time which lapsesdue to such failure.",40
SECTIONS,"99. Reports to be treated as confidential .—(1) All reports rela ted to the child and considered by theCommittee or the Board shall be treated as confidential:Provided that the Committee or the Board, as the case may be, may, if it so thinks fit, communicatethe substance thereof to another Committee or Board or to the child or to the child ’s parent or guardian,and may give such Committee or the Board or the child or parent or guardian, an opportunity ofproducing evidence as may be relevant to the matter stated in the report.",40
SECTIONS,"(2) Notwithstanding anything contained in this Act, the victim shall not be denied access to their caserecord, orders and relevant papers.",40
SECTIONS,"100. Protection of action taken in good faith .—No suit, prosecution or other legal proceeding shalllie against the Central Government, or the State Govern ment or any person acting under the directions ofthe Central Government or State Government, as the case may be, in respect of anything which is done ingood faith or intended to be done in pursuance of this Act or of any rules or regulations made thereun der.",40
SECTIONS,"101. Appeals .—(1) Subject to the provisions of this Act, any person aggrieved by an order made bythe Committee or the Board under this Act may, within thirty days from the date of such order, prefer anappeal to the Children ’s Court, except for decis ions by the Committee related to Foster Care andSponsorship After Care for which the appeal shall lie with the District Magistrate:Provided that the Court of Sessions, or the District Magistrate, as the case may be, may entertain theappeal after the exp iry of the said period of thirty days, if it is satisfied that the appellant was preventedby sufficient cause from filing the appeal in time and such appeal shall be decided within a period ofthirty days.",40
SECTIONS,"(2) An appeal shall lie against an order of the B oard passed after making the preliminary assessmentinto a heinous offence under section 15 of the Act, before the Court of Sessions and the Court may, whiledeciding the appeal, take the assistance of experienced psychologists and medical specialists othe r thanthose whose assistance has been obtained by the Board in passing the order under the said section.",40
SECTIONS,"(3) No appeal shall lie from, —",40
SECTIONS,(a) any order of acquittal made by the Board in respect of a child alleged to have committed anoffence other than the heinous offence by a child who has completed or is above the age of sixteenyears; or,40
SECTIONS,(b) any order made by a Committee in respect of finding that a person is not a child in need ofcare and protection.,40
SECTIONS,"(4) No second appeal shall lie from any order of the Court of Session, passed in appeal under thissection.",40
SECTIONS,"(5) Any person aggrieved by an order of the Children ’s Court may file an appeal before the HighCourt in accordance with the procedure specified in the Code of Criminal Procedure, 1973 (2 of 1974).41",41
SECTIONS,"102. Revision .—The High Court may, at any time, either on its own motion or on an applicationreceived in this behalf, call for the record of any proceeding in which any Committee or Board orChildren ’s Court, or Court has passed an order, for the purpose of satisfying itself as to the legality orpropriety of any such order and may pass such order in relation thereto as it thinks fit:Provided that the High Court shall not pass an order under this section prejudicial to any personwithout giving him a reasona ble opportunity of being heard.",41
SECTIONS,"103. Procedure in inquiries, appeals and revision proceedings .—(1) Save as otherwise expresslyprovided by this Act, a Committee or a Board while holding any inquiry under any of the provisions ofthis Act, shall follow such  procedure as may be prescribed and subject thereto, shall follow, as far as maybe, the procedure laid down in the Code of Criminal Procedure, 1973 (2 of 1974) for trial of summonscases.",41
SECTIONS,"(2) Save as otherwise expressly provided by or under this Act, the procedure to be followed inhearing appeals or revision proceedings under this Act shall be, as far as practicable, in accordance withthe provisions of the Code of Criminal Procedure, 1973 (2 of 1974).",41
SECTIONS,"104. Power of the Committee or the Board to amend its  own orders .—(1) Without prejudice tothe provisions for appeal and revision contained in this Act, the Committee or the Board may, on anapplication received in this behalf, amend any orders passed by itself, as to the institution to which a childis to b e sent or as to the person under whose care or supervision a child is to be placed under this Act:Provided that during the course of hearing for amending any such orders, there shall be at least twomembers of the Board of which one shall be the Principal  Magistrate and at least three members of theCommittee and all persons concerned, or their authorised representatives, whose views shall be heard bythe Committee or the Board, as the case may be, before the said orders are amended.",41
SECTIONS,"(2) Clerical mistakes in orders passed by the Committee or the Board or errors arising therein fromany accidental slip or omission may, at any time, be corrected by the Committee or the Board, as the casemay be, either on its own motion or on an application received in this b ehalf.",41
SECTIONS,105. Juvenile justice fund .—(1) The State Government may create a fund in such name as it thinksfit for the welfare and rehabilitation of the children dealt with under this Act.,41
SECTIONS,"(2) There shall be credited to the fund such voluntary donations, contributions or subscriptions as maybe made by any individual or organisation.",41
SECTIONS,(3) The fund created under sub -section ( 1) shall be administered by the Department of the StateGovernment implementing this Act in such manner and for such purposes as may be  prescribed.,41
SECTIONS,"106. State Child Protection Society and District Child Protection Unit .—Every State Governmentshall constitute a Child Protection Society for the State and Child Protection Unit for every District,consisting of such officers and other employ ees as may be appointed by that Government, to take upmatters relating to children with a view to ensure the implementation of this Act, including theestablishment and maintenance of institutions under this Act, notification of competent authorities inrelation to the children and their rehabilitation and co -ordination with various official and non -officialagencies concerned and to discharge such other functions as may be prescribed.",41
SECTIONS,"107. Child Welfare Police Officer and Special Juvenile Police Unit .—(1) In every police station, atleast one officer, not below the rank of assistant sub -inspector, with aptitude, appropriate training andorientation may be designated as the child welfare police officer to exclusively deal with children eitheras victims or perpetrators, in co -ordination with the police, voluntary and non -governmentalorganisations.",41
SECTIONS,"(2) To co -ordinate all functions of police related to children, the State Government shall constituteSpecial Juvenile Police Units in each district and city, hea ded by a police officer not below the rank of aDeputy Superintendent of Police or above and consisting of all police officers designated under sub -section ( 1) and two social workers having experience of working in the field of child welfare, of whomone s hall be a woman.42",42
SECTIONS,"(3) All police officers of the Special Juvenile Police Units shall be provided special training,especially at induction as child welfare police officer, to enable them to perform their functions moreeffectively.",42
SECTIONS,(4) Special Juvenile Poli ce Unit also includes Railway police dealing with children.,42
SECTIONS,"108. Public awareness on provisions of Act .—The Central Government and every StateGovernment, shall take necessary measures to ensure that —",42
SECTIONS,"(a) the provisions of this Act are given wide publicity  through media including television, radioand print media at regular intervals so as to make the general public, children and their parents orguardians aware of such provisions;",42
SECTIONS,"(b) the officers of the Central Government, State Government and other conce rned, persons areimparted periodic training on the matters relating to the implementation of the provisions of this Act.",42
SECTIONS,"109. Monitoring of implementation of Act .—(1) The National Commission for Protection of ChildRights constituted under  section 3 , or as the case may be, the State Commission for Protection of ChildRights constituted under  section 17  (herein referred to as the National Comm ission or the StateCommission, as the case may be), of the Commissions for Protection of Child rights Act, 2005(4 of 2006), shall, in addition to the functions assigned to them under the said Act, also monitor theimplementation of the  provisions of this Act, in such manner, as may be prescribed.",42
SECTIONS,"(2) The National Commission or, as the case may be, the State Commission, shall, while inquiringinto any matter relating to any offence under this Act, have the same powers as are vested in th e NationalCommission or the State Commission under the Commissions for Protection of Child Rights Act, 2005 (4of 2006).",42
SECTIONS,"(3) The National Commission or, as the case may be, the State Commission, shall also include itsactivities under this section, in the  annual report referred to in  section 16  of the Commissions forProtection of Child Rights Act, 2005 (4 of 2006).",42
SECTIONS,"110. Power to make rules .—(1) The State Government shall, by notification in the Off icial Gazette,make rules to carry out the purposes of this Act:Provided that the Central Government may, frame model rules in respect of all or any of the matterswith respect to which the State Government is required to make rules and where any such mod el ruleshave been framed in respect of any such matter, they shall apply to the State mutatis mutandis  until therules in respect of that matter are made by the State Government and while making any such rules, theyconform to such model rules.",42
SECTIONS,"(2) In par ticular, and without prejudice to the generality of the foregoing powers, such rules mayprovide for all or any of the following matters, namely: —",42
SECTIONS,(i) manner of inquiry in case of a missing or run away child or whose parents cannot be foundunder sub -claus e (vii) of clause ( 14) of section 2;,42
SECTIONS,(ii) responsibilities of the Child Welfare Officer attached to a Children ’s Home under clause ( 17)of section 2;,42
SECTIONS,(iii) qualifications of the members of the Board under sub -section ( 2) of section 4;,42
SECTIONS,(iv) induction training and sensitisation of all members of the Board under sub -section ( 5) ofsection 4;,42
SECTIONS,(v) term of office of the members of the Board and the manner in which such member may resignunder sub -section ( 6) of section 4;,42
SECTIONS,(vi) time of the meetings of the Bo ard and the rules of procedure in regard to the transaction ofbusiness at its meeting under sub -section ( 1) of section 7;,42
SECTIONS,"(vii) qualifications, experience and payment of fees of an interpreter or translator under clause ( d)of sub -section ( 3) of section 8 ;",42
SECTIONS,(viii) any other function of the Board under clause ( n) of sub -section ( 3) of section 8;43,43
SECTIONS,(ix) persons through whom any child alleged to be in conflict with law may be produced beforethe Board and the manner in which such a child may be sent to an observ ation home or place of safetyunder sub -section ( 2) of section 10;,43
SECTIONS,(x) manner in which a person apprehended and not released on bail by the officer -in-charge of thepolice station may be kept in an observation home until such person is brought before a Boa rd undersub-section ( 2) of section 12;,43
SECTIONS,(xi) format for information on pendency in the Board to the Chief Judicial Magistrate or the ChiefMetropolitan Magistrate and District Magistrate on quarterly basis under sub -section ( 3) ofsection 16;,43
SECTIONS,(xii) monitoring procedures and list of monitoring authorities under sub -section ( 2) of section 20;,43
SECTIONS,"(xiii) manner in which the relevant records of the child may be destroyed by the Board, police orthe court under sub -section ( 2) of section 24;",43
SECTIONS,(xiv) qualifications of the members of the Child Welfare Committee under sub -section ( 5) ofsection 27;,43
SECTIONS,(xv) rules and procedures with regard to transaction of business at the meetings of the ChildWelfare Committee under sub -section ( 1) of section 28;,43
SECTIONS,(xvi) process of restoration of abandoned or lost children to their families under clause ( x) ofsection 30;,43
SECTIONS,(xvii) manner of submitting the report to the Committee and the manner of sending and entrustingthe child to Children ’s Home or fit facility or fit per son under sub -section ( 2) of section 31;,43
SECTIONS,(xviii) manner of holding an inquiry by the Child Welfare Committee under sub -section ( 1) ofsection 36;,43
SECTIONS,"(xix) manner in which a child may be sent to a Specialised Adoption Agency if the child is belowsix years of age, Children ’s Home or to a fit facility or person or foster family, till suitable means ofrehabilitation are found for the child including manner in which situation of the child placed in aChildren ’s Home or with a fit facility or person or foster fami ly, may be reviewed by the Committeeunder sub -section ( 3) of section 36;",43
SECTIONS,(xx) manner in which a quarterly report may be submitted by the Committee to the DistrictMagistrate for review of pendency of cases under sub -section ( 4) of section 36;,43
SECTIONS,(xxi) any ot her order related to any other function of the Committee under clause ( iii) ofsub-section ( 2) of section 37;,43
SECTIONS,(xxii) information to be given every month by the Committee to State Agency and Authorityregarding number of children declar ed legally free for adoption and number of cases pending undersub-section ( 5) of section 38;,43
SECTIONS,(xxiii) manner in which all institutions under this Act shall be registered under sub -section ( 1) ofsection 41;,43
SECTIONS,(xxiv) procedure for cancelling or withholding re gistration of an institution that fails to providerehabilitation and re -integration services under sub -section ( 7) of section 41;,43
SECTIONS,(xxv) manner in which information shall be sent every month by the open shelter to the DistrictChild Protection Unit and Committee under sub -section ( 3) of section 43;,43
SECTIONS,"(xxvi) procedure for placing children in foster care including group foster care undersub-section ( 1) of section 44;(xxvii ) procedure for inspection of children in foster care under sub -section ( 4) of section 44;(xxviii ) manner in which foster family shall provide education, health and nutrition to the childunder sub -section ( 6) of section 44;44",44
SECTIONS,(xxix) procedure and criteria in which foster care services shall be provided to children und er sub -section ( 7) of section 44;,44
SECTIONS,(xxx) format for inspection of foster families by the Committee to check the well being ofchildren under sub -section ( 8) of section 44;,44
SECTIONS,"(xxxi) purpose of undertaking various programmes of sponsorship of children, such as individualto individual sponsorship, group sponsorship or community sponsorship under sub -section ( 1) ofsection 45;(xxxii ) duration of sponsorship under sub -section ( 3) of section 45;(xxxiii ) manner of providing financial support to any child leaving i nstitutional care oncompleting eighteen years of age under section 46;(xxxiv ) management and monitoring of observation homes, including the standards and varioustypes of services to be provided by them for rehabilitation and social integration of a chil d alleged tobe in conflict with law and the circumstances under which, and the manner in which, the registrationof an observation home may be granted or withdrawn under sub -section ( 3) of section 47;",44
SECTIONS,"(xxxv) management and monitoring of special homes incl uding the standards and various types ofservices to be provided to them under sub -section ( 2) and sub -section ( 3) of section 48;(xxxvi ) monitoring and management of children ’s homes including the standards and the nature ofservices to be provided by the m, based on individual care plans for each child under sub -section  (3)of section 50;(xxxvii ) manner in which a Board or the Committee shall recognise, a facility being run by aGovernmental organisation or a voluntary or non -governmental organisation registered under any lawfor the time being in force, fit to temporarily take the responsibility of a child for a specific purposeafter due inquiry regarding the suitability of the facility and the organisation to take care of the childunder sub -section (1) of section 51;(xxxviii ) procedure of verification of credentials, for recognising any person fit to temporarilyreceive a child for care, protection and treatment of such child for a specified period by the Board orthe Committee under sub -section ( 1) of section 52;(xxxix ) manner in which services shall be provided by an institution under this Act forrehabilitation and re -integration of children and standards for basic requirements such as food, shelter,clothing and medical attention under sub -section (1) of section 53;",44
